BPSS1512;BPSL2520;BPSL2522;BPSS1525;BPSS1516;BPSL2096;BPSS1722;BPSS2141;BPSL2698;BPSS0476;BPSS1588;BPSL2030;BPSL1207;BPSL0326;BPSL0739;BPSS2160;BPSS2052;BPSS0421;BPSS1434;BPSS1652;BPSS0879;BPSL0881;BPSS0065;BPSS0144;BPSS0783;BPSL0093;BPSS0943;BPSS1530;BPSS0783;BPSL2697;BPSS0477;BPSS1492;BPSS0530;BPSL3222;BPSS2013;BPSL1661;BPSS1727;BPSS2053;BPSS2136;BPSL2559;BPSL1661;BPSS1649;BPSS0708;BPSS0122;BPSS1535;BPSL1465;BPSL3213;BPSL0919;BPSL0280;BPSS0796;BPSS1599;BPSL0999;BPSL0280;BPSL1445;BPSL2615;BPSS1993;BPSS1385;BPSS0542;BPSS1544;BPSL2919;BPSL3247;BPSS1546;BPSL2017;BPSS1743;BPSS1778;BPSS0962;BPSS1532;BPSS1532;BPSL3319;BPSL0041;BPSL3130;BPSL0360;BPSS1547;BPSL2283;BPSL2504;BPSL1901;BPSS2043;BPSS2053;BPSL1431;BPSL1050;BPSS2053;BPSL2063;BPSS1531;BPSL2765;BPSL3341;BPSL3398;BPSL2765;BPSS1434;BPSS2053;BPSL1902;BPSL2827;BPSL1913;BPSL1661;BPSL1661;BPSS1974;BPSS0088;BPSL1317;BPSL0014;BPSS1600;BPSS0933;BPSL0665;BPSS0402;BPSL1317;BPSL1661;BPSL1600;BPSL1631;BPSS0734;BPSS2145;BPSS1742;BPSS1534;BPSS0140;BPSL1173;BPSS2053;BPSS2331;BPSS0109;BPSL1937;BPSS0752;BPSS0940;BPSS1337;BPSL2499;BPSL1745;BPSS0593;BPSS1390;BPSS2288;BPSL0782;BPSL1661;BPSS1434;BPSS1617;BPSL1108;BPSL2638;BPSS0752;BPSL1597;BPSL1661;BPSS2053;BPSS2053;BPSS0784;BPSS1439;BPSL1516;BPSL3336;BPSS1624;BPSS0796;BPSS1406;BPSS0908;BPSS1591;BPSS2194;BPSL2298;BPSS1545;BPSS0663;BPSL2277;BPSL2756;BPSL1626;BPSS2193;BPSS1434;BPSL0262;BPSS0091;BPSS1439;BPSL3396;BPSS0455;BPSL1606;BPSL2031;BPSS0564;BPSL1705;BPSL1631;BPSS0212;BPSL1629;BPSL1955;BPSS0893;BPSS1394;BPSS0094;BPSS1610;BPSL1925;BPSS0252;BPSS2192;BPSL2029;BPSL1661;BPSS2185;BPSL1021;BPSL2158;BPSS2053;BPSL3228;BPSL1661;BPSL2752;BPSL0814;BPSS2186;BPSS1199;BPSL0007;BPSS0123;BPSL1661;BPSS1850;BPSL1900;BPSS1845;BPSS1594;BPSS2289;BPSS2053;BPSS1679;BPSL1821;BPSS0839;BPSS0467;BPSL1661;BPSL2748;BPSL1549;BPSL1889;BPSS1068;BPSS1620;BPSL2015;BPSS1998;BPSS2277;BPSL0606;BPSS0226;BPSS1401;BPSL0361;BPSS0796;BPSS1382;BPSS0412;Target
52459.5;49025.5;2055.5;0;8085.5;8396.5;6985.5;23502.5;3887.5;0;16936.5;0;30336.5;0;1795.5;0;0;5279.5;3513.5;0;1858.5;0;0;0;0;0;0;0;0;49065.5;49686.5;37606.5;14504.5;8654.5;9526.5;484.5;0;1252.5;0;0;0;374.5;0;0;0;9550.5;4877.5;2172.5;0;0;47348.5;21028.5;1513.5;52973.5;3747.5;28373.5;17612.5;19880.5;6523.5;1897.5;23215.5;16919.5;18065.5;9903.5;6915.5;33921.5;41144.5;41908.5;51865.5;49999.5;22189.5;3330.5;3961.5;17494.5;3881.5;11235.5;1391.5;7878.5;2173.5;5006.5;9396.5;14512.5;10524.5;11895.5;2017.5;49460.5;13942.5;19331.5;5360.5;18080.5;9350.5;24363.5;8440.5;4862.5;20720.5;589.5;6451.5;5729.5;3723.5;22611.5;6603.5;15146.5;2251.5;5321.5;0;5505.5;3709.5;5118.5;20749.5;7652.5;12005.5;349.5;2480.5;11542.5;3463.5;1306.5;10371.5;4298.5;2132.5;660.5;632.5;3802.5;1506.5;2012.5;4953.5;1540.5;6674.5;2790.5;1661.5;0;0;3176.5;2701.5;850.5;0;1791.5;1933.5;4174.5;0;112.5;5914.5;789.5;8525.5;0;1623.5;0;115.5;0;2755.5;31.May;2081.5;1260.5;3114.5;103.5;411.5;191.5;0;1269.5;0;655.5;601.5;5632.5;1333.5;0;683.5;556.5;0;3164.5;0;612.5;0;0;1069.5;0;343.5;872.5;0;0;710.5;529.5;1128.5;0;0;794.5;0;0;0;246.5;0;159.5;0;0;489.5;0;0;1461.5;0;0;0;0;0;388.5;0;0;0;0;0;0;0;0;0;0;0;0;0
737.33;14356.33;57593.33;0;3256.33;28534.33;15109.33;2887.33;2915.33;5478.33;57919.33;27853.33;0;5658.33;1736.33;2619.33;687.33;0;0;500.33;0;0;204.33;0;145.33;0;0;0;0;57544.33;57718.33;2448.33;9379.33;616.33;3768.33;0;0;414.33;3090.33;0;0;0;0;154.33;0;11079.33;45690.33;57734.33;0;0;26401.33;7978.33;57778.33;3449.33;17852.33;57867.33;2115.33;3247.33;7077.33;1441.33;4080.33;2238.33;4730.33;6685.33;3953.33;352.33;49330.33;57110.33;57580.33;57436.33;57728.33;57567.33;57605.33;57481.33;57716.33;30149.33;56474.33;51986.33;57572.33;57978.33;57907.33;57865.33;31066.33;57650.33;45205.33;3429.33;57747.33;3564.33;29014.33;57992.33;13419.33;17288.33;49424.33;5118.33;13262.33;0;5236.33;17749.33;8108.33;2465.33;16045.33;36376.33;6315.33;5934.33;2727.33;38986.33;26083.33;15010.33;0;10270.33;18879.33;6956.33;9308.33;856.33;3079.33;753.33;2366.33;22376.33;13821.33;5840.33;8404.33;15762.33;12801.33;11838.33;2615.33;1840.33;0;7168.33;3877.33;7033.33;2790.33;8508.33;1733.33;721.33;11219.33;2636.33;6676.33;2425.33;4128.33;5135.33;14721.33;5047.33;0;19931.33;4272.33;1042.33;12066.33;1337.33;207.33;4414.33;30283.33;2025.33;2686.33;25357.33;962.33;3855.33;0;642.33;6264.33;3496.33;1155.33;0;261.33;6850.33;3143.33;351.33;4217.33;2318.33;1497.33;392.33;2099.33;3096.33;1339.33;909.33;5441.33;1232.33;510.33;0;0;1678.33;207.33;0;0;2750.33;2497.33;0;4763.33;0;1998.33;638.33;3834.33;0;0;1161.33;522.33;0;0;0;0;1527.33;0;0;3407.33;2237.33;0;526.33;0;0;0;635.33;0;212.33;0;0;0
0;16573.67;55676.67;0;1146.67;16368.67;29951.67;12357.67;0;12232.67;48864.67;26044.67;0;1585.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55716.67;14745.67;0;15215.67;0;3309.67;0;0;863.67;0;0;0;0;0;0;0;6105.67;31976.67;42012.67;0;0;55677.67;0;17828.67;2018.67;55698.67;32830.67;0;1321.67;811.67;0;1896.67;3480.67;2524.67;2641.67;1805.67;0;55374.67;55690.67;55793.67;55712.67;55734.67;55611.67;55621.67;54220.67;54376.67;19855.67;52179.67;31777.67;42180.67;47991.67;36852.67;55844.67;13705.67;55350.67;39737.67;426.67;55773.67;1577.67;11699.67;41280.67;6446.67;10577.67;34930.67;0;1797.67;0;1961.67;22127.67;3059.67;3635.67;14583.67;23361.67;266.67;0;0;3571.67;12778.67;10597.67;2938.67;7817.67;7804.67;6233.67;1683.67;0;0;0;4918.67;12812.67;14833.67;1794.67;24069.67;8405.67;7388.67;916.67;14540.67;0;0;17068.67;2099.67;8843.67;2090.67;5344.67;0;0;3622.67;2127.67;2164.67;1256.67;0;24484.67;0;0;0;11520.67;2794.67;581.67;8530.67;694.67;3285.67;2178.67;3870.67;0;5130.67;6686.67;0;7640.67;0;0;1302.67;792.67;0;0;0;1389.67;2409.67;2491.67;631.67;0;0;7368.67;0;0;0;0;0;0;2024.67;0;0;0;751.67;0;0;0;0;0;0;0;0;0;2746.67;0;0;0;0;0;0;0;0;227.67;1201.67;0;0;672.67;0;1684.67;0;0;0;2217.67;0;0;0;0;0
60520.5;5272.5;47503.5;950.5;5105.5;15442.5;50953.5;16803.5;0;1765.5;0;22036.5;0;1309.5;0;437.5;923.5;2922.5;1193.5;0;0;0;0;0;0;0;0;0;0;60597.5;60678.5;18605.5;5963.5;6087.5;133.5;131.5;0;0;0;0;0;196.5;0;0;0;18623.5;10679.5;6477.5;0;1542.5;6650.5;49732.5;60666.5;11048.5;1502.5;3876.5;9575.5;655.5;1095.5;1023.5;5332.5;1297.5;864.5;0;0;759.5;18209.5;19266.5;59511.5;7074.5;15862.5;10365.5;11136.5;28848.5;11619.5;6369.5;7225.5;8071.5;7687.5;7230.5;11243.5;4192.5;1947.5;15792.5;7252.5;6222.5;14321.5;31395.5;2271.5;6173.5;5574.5;10725.5;7674.5;7468.5;3939.5;1149.5;1913.5;2878.5;7294.5;3060.5;8648.5;3408.5;863.5;11252.5;1515.5;1096.5;886.5;3861.5;1492.5;3303.5;2272.5;2094.5;6775.5;7163.5;10811.5;1825.5;328.5;1417.5;2578.5;3902.5;5745.5;6304.5;1332.5;725.5;2826.5;7157.5;14879.5;3151.5;11932.5;2391.5;1038.5;1019.5;2203.5;10297.5;2037.5;622.5;2839.5;1320.5;0;734.5;0;5689.5;0;965.5;2202.5;0;0;972.5;2138.5;1540.5;552.5;9121.5;960.5;361.5;905.5;0;0;1850.5;7553.5;2368.5;0;2444.5;890.5;97.5;4468.5;714.5;662.5;0;0;0;0;1070.5;0;5750.5;3.May;1718.5;2317.5;0;0;0;340.5;243.5;2453.5;752.5;0;0;0;478.5;1780.5;1226.5;66.5;0;0;0;0;2510.5;0;64.5;0;0;443.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48066.67;40351.67;0;0;19359.67;36782.67;21724.67;34952.67;16819.67;8618.67;0;0;0;8628.67;2236.67;3398.67;2389.67;2466.67;1241.67;10537.67;0;4699.67;1810.67;0;3132.67;0;0;0;0;47752.67;48578.67;5488.67;19597.67;4069.67;7341.67;0;508.67;627.67;1148.67;1371.67;2783.67;1278.67;702.67;626.67;0;16835.67;23401.67;17270.67;0;0;48495.67;3997.67;3005.67;2835.67;4037.67;13485.67;26948.67;4750.67;32984.67;11854.67;15783.67;7136.67;3925.67;15302.67;6655.67;3234.67;48342.67;48385.67;48204.67;48502.67;47402.67;18626.67;19981.67;14869.67;19465.67;7143.67;15382.67;35895.67;15981.67;17588.67;35898.67;8849.67;48536.67;0;12078.67;35349.67;4935.67;19836.67;15389.67;6248.67;17475.67;28154.67;12895.67;21434.67;7640.67;17771.67;3477.67;11689.67;9907.67;35042.67;13304.67;10605.67;5867.67;8983.67;30158.67;8909.67;4020.67;10555.67;5345.67;10157.67;7808.67;16978.67;17206.67;21688.67;16144.67;6689.67;9787.67;2030.67;14947.67;14032.67;7464.67;14348.67;5762.67;13931.67;6313.67;10075.67;1603.67;9220.67;5736.67;9407.67;5209.67;8959.67;4208.67;1058.67;11496.67;6969.67;7758.67;7972.67;4097.67;6439.67;0;4244.67;4923.67;8770.67;8330.67;0;0;1253.67;12850.67;10433.67;6128.67;7166.67;3530.67;2451.67;1659.67;13125.67;0;1221.67;5031.67;2905.67;1719.67;0;3837.67;5080.67;9708.67;4388.67;5657.67;5405.67;3950.67;6397.67;4889.67;6477.67;4317.67;3503.67;3731.67;7622.67;5118.67;2179.67;3032.67;2125.67;3082.67;127.67;2046.67;6492.67;3042.67;0;2715.67;1220.67;728.67;1684.67;0;183.67;0;2985.67;3263.67;1652.67;0;1119.67;419.67;1805.67;5698.67;2597.67;146.67;0;0;0;0;4253.67;0;0;0;0;0;0;0
0;31478;59422;0;3395;30786;12796;4375;2811;3622;59520;29373;0;1664;2191;120;0;0;0;0;0;0;0;0;0;0;0;0;0;59315;59479;1620;7890;197;2027;0;0;0;2938;0;0;0;0;0;0;7473;48494;59426;0;0;37235;755;59531;1542;13559;59399;965;958;4643;546;4871;1407;3835;8463;5183;91;59082;59064;59172;59314;59426;59425;59440;59386;59375;24027;59395;47036;59320;59536;51104;59427;26536;59349;45137;3364;59472;1882;19821;59422;19899;13533;44259;3179;9039;315;4135;16747;7169;5125;8828;31912;3623;3971;2145;30056;19789;12304;701;5438;13063;4128;6770;2209;3241;0;2107;18012;12098;5405;8088;9249;10014;8581;1030;959;0;1688;1338;4583;1623;6397;413;431;6351;476;2464;829;1333;3027;14297;2059;0;16110;1443;409;9805;182;5648;1488;27587;2676;2910;11091;505;2031;0;0;1478;1929;0;0;0;3126;647;1434;1383;948;704;855;924;336;0;0;3530;1105;2060;0;0;1574;0;0;0;1811;906;0;2202;0;598;0;2375;0;0;462;0;0;0;0;0;1219;1427;0;2158;2559;0;313;0;925;0;2616;0;4058;0;0;0
56583.67;56714.67;9798.67;0;9838.67;4532.67;237.67;35435.67;2053.67;2535.67;13235.67;0;47348.67;0;2806.67;0;0;7963.67;2482.67;0;2842.67;0;0;0;0;0;0;0;0;56721.67;56845.67;56560.67;23645.67;4583.67;11627.67;0;0;392.67;0;0;0;0;0;0;0;8680.67;1980.67;0;0;0;56734.67;19800.67;0;56736.67;3672.67;33787.67;18980.67;44144.67;3664.67;7267.67;25034.67;26163.67;20100.67;7128.67;5701.67;24116.67;56610.67;56751.67;56770.67;56862.67;28766.67;3863.67;3438.67;27108.67;3694.67;6369.67;827.67;4463.67;410.67;2729.67;5994.67;12568.67;5647.67;16309.67;1065.67;56862.67;15503.67;27822.67;4776.67;7398.67;14850.67;25602.67;7452.67;1881.67;15285.67;1190.67;5462.67;10796.67;725.67;23354.67;12292.67;17577.67;625.67;961.67;0;3151.67;9932.67;3515.67;15765.67;5201.67;11055.67;703.67;261.67;15289.67;0;0;8821.67;5946.67;1458.67;0;280.67;0;1095.67;1502.67;8293.67;0;6067.67;12853.67;818.67;1063.67;0;3108.67;1477.67;0;0;1370.67;0;3803.67;0;36.67;11203.67;0;9391.67;1393.67;436.67;350.67;2122.67;2364.67;2640.67;0;36.67;0;4262.67;630.67;0;0;0;0;615.67;63.67;0;3594.67;0;0;752.67;1923.67;0;2140.67;1339.67;4652.67;0;0;0;0;0;1988.67;0;0;0;532.67;0;0;0;43.67;0;0;0;0;219.67;0;0;0;1797.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59874.33;60435.33;60531.33;31312.33;1804.33;4468.33;9653.33;140.33;3212.33;10377.33;0;0;0;382.33;631.33;0;0;0;853.33;0;0;0;0;0;0;0;0;0;0;60436.33;36353.33;60408.33;10141.33;1300.33;0;0;0;0;0;0;0;0;0;0;0;5344.33;13063.33;10714.33;684.33;0;36068.33;60376.33;1742.33;45741.33;318.33;1406.33;12232.33;4521.33;10138.33;797.33;10021.33;1132.33;631.33;5728.33;4059.33;0;48302.33;60226.33;9727.33;28630.33;18842.33;9949.33;9764.33;8490.33;7838.33;2416.33;8022.33;898.33;8633.33;9010.33;6122.33;3416.33;2932.33;4555.33;6406.33;42313.33;6399.33;12859.33;1337.33;20060.33;9195.33;10891.33;8748.33;4701.33;3702.33;3087.33;23038.33;4814.33;8182.33;2955.33;4877.33;2184.33;18855.33;1282.33;806.33;2123.33;18856.33;38628.33;0;3070.33;37173.33;1744.33;3400.33;3308.33;3829.33;3548.33;14060.33;37267.33;4026.33;1714.33;918.33;6473.33;1041.33;3241.33;856.33;1226.33;4580.33;1783.33;2029.33;2821.33;8563.33;1894.33;532.33;269.33;370.33;17766.33;2204.33;2198.33;0;492.33;0;549.33;0;60.33;1883.33;4961.33;0;1171.33;2135.33;957.33;9718.33;1929.33;421.33;0;0;0;20397.33;0;1152.33;649.33;0;0;0;1864.33;0;371.33;0;340.33;1593.33;868.33;244.33;846.33;0;1044.33;0;1480.33;342.33;9898.33;0;1405.33;0;0;645.33;1039.33;0;0;0;0;0;0;2156.33;4866.33;0;0;0;28.33;0;0;0;0;54.33;0;0;0;0;0;0;0;0;0;0;Aug.33;0;0;0
44436.5;34696.5;24319.5;44275.5;44715.5;15975.5;22004.5;7609.5;0;0;1116.5;20027.5;0;0;0;0;0;0;0;0;3882.5;0;0;0;0;0;0;0;0;44756.5;44873.5;44676.5;14934.5;0;0;183.5;0;0;0;0;0;0;0;0;0;11680.5;18665.5;13854.5;0;0;44629.5;7572.5;24915.5;44594.5;0;19736.5;3375.5;23222.5;3875.5;0;16622.5;9212.5;14632.5;8648.5;581.5;0;44449.5;44763.5;44161.5;44789.5;44737.5;27902.5;29565.5;30997.5;23975.5;0;16572.5;0;15395.5;20133.5;0;0;44046.5;132.5;15097.5;0;0;2001.5;0;0;0;10648.5;5541.5;0;0;5789.5;10112.5;3288.5;0;2781.5;4281.5;3744.5;0;0;0;17851.5;0;11034.5;9792.5;0;0;0;0;8390.5;0;8423.5;5327.5;0;293.5;0;1393.5;638.5;1271.5;0;1723.5;344.5;0;0;0;6861.5;0;0;713.5;0;0;0;3738.5;8066.5;0;3682.5;0;0;0;0;547.5;0;0;0;0;1214.5;0;243.5;0;0;0;0;0;604.5;0;0;0;0;1573.5;0;890.5;0;0;0;0;0;0;0;0;0;0;1069.5;0;0;0;0;0;0;801.5;0;0;0;0;0;0;0;0;0;3272.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54539.83;30063.83;20494.83;54667.83;39780.83;21187.83;16109.83;14220.83;643.83;2008.83;337.83;6966.83;0;2034.83;2192.83;0;0;2255.83;0;0;2314.83;0;0;0;0;0;0;0;0;54439.83;54836.83;54658.83;22930.83;588.83;2408.83;2688.83;0;0;0;0;0;0;0;0;0;7257.83;14051.83;20849.83;0;0;54833.83;7127.83;14158.83;54869.83;0;25444.83;7451.83;31765.83;3920.83;2888.83;17936.83;11246.83;15394.83;6766.83;4332.83;4596.83;54764.83;54540.83;54035.83;54640.83;54220.83;31249.83;30135.83;34555.83;32187.83;431.83;23866.83;0;22130.83;23818.83;0;1473.83;53092.83;855.83;18061.83;0;5114.83;2839.83;0;0;7467.83;18456.83;6005.83;2254.83;0;3845.83;13829.83;5057.83;0;3041.83;7353.83;3710.83;0;0;0;18454.83;1709.83;8859.83;1181.83;4208.83;0;0;0;10370.83;0;16366.83;12465.83;899.83;0;0;0;0;2621.83;0;4316.83;5136.83;0;2102.83;3080.83;1948.83;488.83;1711.83;4496.83;0;1813.83;0;3086.83;4533.83;0;1291.83;0;0;782.83;0;2510.83;0;0;1380.83;2051.83;327.83;0;778.83;0;0;0;0;0;0;0;3506.83;0;0;740.83;0;258.83;0;0;2551.83;0;0;0;0;0;0;0;3853.83;5101.83;0;0;0;0;789.83;0;0;0;0;0;2327.83;0;0;0;0;4741.83;0;0;0;0;2184.83;0;0;927.83;839.83;0;0;0;0;0;0;0;0;0;0;0;0;0
51880.83;27425.83;19779.83;46611.83;51945.83;13612.83;18930.83;4740.83;5647.83;2459.83;1765.83;19235.83;0;1050.83;7248.83;0;793.83;0;0;0;0;903.83;0;0;0;2613.83;5645.83;0;0;45559.83;51970.83;51812.83;24756.83;0;0;4230.83;0;0;0;0;0;0;0;0;0;16843.83;15945.83;10951.83;0;0;51878.83;8094.83;29843.83;48436.83;0;13224.83;4742.83;17330.83;140.83;1373.83;12599.83;10274.83;11273.83;16013.83;9534.83;1313.83;42581.83;33283.83;33718.83;49769.83;38571.83;29316.83;30588.83;26791.83;25274.83;1733.83;18706.83;0;12436.83;13057.83;0;2115.83;27255.83;10288.83;14501.83;0;4483.83;3358.83;0;0;2951.83;3355.83;5213.83;0;0;1693.83;1110.83;4079.83;0;1122.83;4227.83;966.83;0;0;1358.83;15979.83;1922.83;3631.83;0;2131.83;51.83;5269.83;0;1917.83;0;13952.83;1392.83;2827.83;3796.83;0;0;0;7074.83;1881.83;143.83;1670.83;0;804.83;0;5111.83;2676.83;3126.83;3254.83;0;280.83;5838.83;0;1500.83;0;5357.83;0;0;0;3979.83;668.83;11771.83;664.83;3027.83;0;7384.83;772.83;0;4033.83;4033.83;0;0;0;0;0;3809.83;0;0;7107.83;1832.83;1548.83;0;0;4658.83;2955.83;0;99.83;0;1244.83;0;0;2392.83;3164.83;0;0;5116.83;1952.83;208.83;0;0;0;0;1474.83;3459.83;3252.83;0;0;0;0;0;6327.83;0;0;2450.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60228.33;686.33;42881.33;14213.33;1961.33;53783.33;55374.33;15711.33;11665.33;7846.33;0;0;0;1818.33;0;564.33;0;0;0;0;0;1376.33;0;0;0;0;0;0;0;60005.33;60128.33;60162.33;4269.33;0;1432.33;1202.33;1623.33;124.33;0;0;373.33;0;0;0;0;8197.33;52408.33;60104.33;0;2116.33;11228.33;576.33;697.33;1219.33;54168.33;5733.33;3914.33;11075.33;6704.33;16533.33;13889.33;502.33;2785.33;2679.33;653.33;0;60302.33;60167.33;59890.33;60070.33;60164.33;60057.33;60036.33;60088.33;60076.33;29672.33;60139.33;46277.33;59924.33;60208.33;60199.33;8478.33;4143.33;7534.33;60052.33;28892.33;9435.33;12707.33;16058.33;4291.33;9682.33;5598.33;11871.33;7766.33;9266.33;21705.33;7089.33;4574.33;28967.33;2965.33;5042.33;2169.33;6223.33;60204.33;4168.33;5981.33;26433.33;8089.33;8022.33;12949.33;2727.33;4794.33;6380.33;4146.33;11821.33;2985.33;4389.33;666.33;3997.33;8405.33;1098.33;3456.33;8266.33;2478.33;1134.33;21819.33;106.33;1812.33;2964.33;4774.33;5528.33;3496.33;295.33;2579.33;6497.33;1211.33;3534.33;1974.33;7194.33;4708.33;6137.33;2507.33;1114.33;2146.33;1126.33;304.33;6806.33;712.33;1105.33;1485.33;305.33;256.33;2796.33;2330.33;1707.33;5499.33;0;1081.33;1205.33;1245.33;0;3103.33;134.33;2809.33;1290.33;0;1044.33;1818.33;0;828.33;604.33;973.33;9692.33;0;1035.33;1775.33;0;0;152.33;0;278.33;0;36.33;936.33;0;0;0;0;1022.33;1036.33;0;0;0;3354.33;0;2489.33;0;0;5728.33;0;0;0;3460.33;1786.33;0;0;0;0;0;2459.33;0;0;0;0;0
59734;60242;60321;39419;852;5798;19237;1017;4889;16287;0;0;0;1573;680;0;0;0;1838;0;0;0;0;0;193;0;0;0;0;60301;33911;60245;13147;1082;296;304;0;10;0;0;0;0;0;0;0;5783;11702;7079;868;819;41872;60238;1929;3560;247;0;18987;6919;8450;204;9751;2618;0;4315;3296;57;50487;59285;23350;30056;15133;7053;8939;6294;4741;2924;4137;1765;5054;6260;5719;4443;2320;4119;3860;57867;4877;12536;2314;19490;11516;12249;11509;5096;5111;4070;40063;5019;7154;2849;5489;1068;33901;1479;323;1692;28168;40849;0;4450;25833;2032;2908;2179;3051;4101;16755;38355;4168;2310;971;5776;1887;3372;1180;2233;5858;1647;1738;2270;11305;1666;2223;514;0;17128;2382;798;0;1262;0;1455;0;31;1567;2060;0;2126;3315;1470;10655;1785;333;0;45;0;30904;0;794;709;0;0;569;1170;0;0;1007;1450;2381;724;0;813;0;2148;160;1614;671;7916;0;1549;0;0;926;676;0;0;0;740;0;0;1898;5300;0;496;0;0;0;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0
53770.17;53875.17;0;0;26915.17;6693.17;24948.17;16953.17;1247.17;0;49964.17;0;33975.17;0;2364.17;0;0;0;52.17;0;0;0;0;0;0;0;0;0;0;44994.17;53910.17;53833.17;35737.17;0;7946.17;0;0;0;0;0;0;0;0;0;0;16471.17;4731.17;1361.17;0;1931.17;53900.17;30570.17;5548.17;53836.17;5163.17;46065.17;18574.17;30317.17;4688.17;0;34330.17;19154.17;27117.17;7598.17;4007.17;47379.17;48243.17;43480.17;53916.17;51770.17;37839.17;5182.17;7992.17;5691.17;6095.17;9411.17;2771.17;9449.17;3501.17;5310.17;11712.17;11274.17;9824.17;17366.17;1037.17;50500.17;15122.17;34078.17;6269.17;22164.17;9142.17;35257.17;14934.17;4094.17;30281.17;856.17;3085.17;10719.17;271.17;18520.17;18155.17;23294.17;3542.17;1813.17;0;4728.17;2509.17;5550.17;18549.17;6681.17;11115.17;1828.17;0;7441.17;771.17;498.17;13819.17;7795.17;5612.17;0;558.17;8458.17;3049.17;3837.17;9735.17;0;8649.17;10920.17;3773.17;245.17;0;7301.17;1239.17;0;0;2000.17;1975.17;2427.17;0;590.17;12371.17;0;13404.17;3617.17;3244.17;0;0;0;5795.17;1625.17;1471.17;0;7202.17;2734.17;0;0;0;225.17;0;195.17;0;3821.17;1206.17;0;0;1855.17;0;2435.17;0;866.17;0;0;286.17;0;0;0;0;0;0;2266.17;0;0;0;0;0;0;0;0;1074.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60997.17;61150.17;22547.17;10517.17;4265.17;0;17013.17;6737.17;28932.17;33408.17;0;24660.17;0;3324.17;275.17;825.17;0;0;1906.17;0;0;49.17;0;457.17;0;0;0;0;0;61115.17;61135.17;61013.17;1619.17;17419.17;1416.17;247.17;0;0;0;0;0;579.17;457.17;0;0;11239.17;3465.17;1218.17;0;0;4666.17;61005.17;61135.17;2569.17;2847.17;4422.17;19707.17;11986.17;7144.17;48798.17;2951.17;4750.17;1319.17;372.17;624.17;0;44642.17;15406.17;30883.17;603.17;4138.17;3194.17;3503.17;11237.17;2893.17;23603.17;987.17;31676.17;932.17;1031.17;7247.17;35785.17;61076.17;61022.17;1058.17;61163.17;61126.17;1364.17;19930.17;12112.17;2531.17;25144.17;23041.17;21133.17;60944.17;6219.17;513.17;9411.17;5682.17;6845.17;5965.17;3747.17;269.17;18364.17;7374.17;2144.17;4110.17;4909.17;9328.17;5465.17;453.17;6073.17;4351.17;2818.17;4527.17;13751.17;4395.17;1736.17;9653.17;61093.17;4369.17;6376.17;13457.17;3935.17;3303.17;5836.17;203.17;1696.17;38526.17;3131.17;5089.17;3264.17;14654.17;3309.17;458.17;2341.17;3714.17;2931.17;1320.17;4511.17;0;669.17;200.17;394.17;5805.17;1829.17;4392.17;378.17;1585.17;2832.17;731.17;3499.17;1676.17;6401.17;2621.17;2592.17;1634.17;891.17;1285.17;5261.17;13920.17;0;1483.17;1061.17;1072.17;484.17;3873.17;761.17;0;0;0;1074.17;1043.17;3756.17;0;1445.17;848.17;0;845.17;0;0;2325.17;279.17;1823.17;10785.17;3713.17;0;1370.17;0;701.17;1765.17;1965.17;0;0;0;1269.17;0;48.17;166.17;336.17;152.17;0;80.17;867.17;0;7523.17;0;0;0;1718.17;0;1688.17;0;0;0
60579;60963;61007;43694;251;5762;25320;3206;2876;13720;0;0;0;807;1472;0;0;0;2140;0;0;211;233;0;0;0;0;0;0;61024;40787;60847;11531;972;454;0;0;200;0;0;0;0;0;0;0;4713;8514;5584;196;0;40848;60974;1974;3871;650;0;18305;5071;7318;410;7811;2661;0;5777;3888;0;48267;53521;10423;33897;14957;8712;6906;5706;6841;2474;5153;1262;5038;5941;3897;3052;2389;683;4520;61030;1059;9049;1402;18026;11619;9977;8841;4101;3782;3878;44185;3780;6481;2431;6184;1558;37565;669;1317;885;33377;17849;370;5931;24121;1347;2206;2118;2459;4280;15657;36945;2398;1345;403;4795;1532;2289;1644;1262;4851;1684;2223;2387;8635;558;1192;373;372;15942;2706;981;0;1076;0;1831;1303;357;1337;3603;0;2777;1608;1530;2999;2035;273;0;188;0;41282;0;1178;1069;0;0;0;1221;533;0;579;1816;1219;415;180;733;235;679;16;1064;0;6911;49;1278;0;0;711;844;14;0;0;1347;0;0;1839;4425;0;3;0;31;0;0;0;0;0;142;0;0;0;0;0;0;0;0;0;0;0;0;0
